Name,Address,City/Province,Postal Code,Country,Telephone,Email
Decoda Literacy Solutions Society,3417 Euclid Street,"Vancouver, British Columbia",V5R 6H2,Canada,Telephone: 604-713-5340, 
Decoda Literacy Solutions Society,4440 Blundell Road,"Richmond, British Columbia",V7C 1G9,Canada,Telephone: 604-668-7890, 
Decoda Literacy Solutions Society,4567 Imperial Street,"Burnaby, British Columbia",V5J 1B7,Canada,Telephone: 604-664-8344, 
Decoda Literacy Solutions Society,5409-206 Street,"Langley, British Columbia",V3A 2C5,Canada,, 
Decoda Literacy Solutions Society,7651 18th Avenue,"Burnaby, British Columbia",V3N 1J1,Canada,, 
Decoda Literacy Solutions Society,800 East Broadway,"Vancouver, British Columbia",V5T 1Y1,Canada,, 
Decoda Literacy Solutions Society,980-1125 Howe St,"Vancouver, British Columbia",V6Z 2K8,Canada,Telephone: 604-681-4199, 
Delta School District No. 37 - Delview Adult Learning Centre,9115 - 116 Street,"North Delta , British Columbia",V4C 5W8,Canada,Telephone: 604-594-6100, 
District scolaire francophone Sud,425 Champlain Street,"Dieppe, New Brunswick",E1A 1P2,Canada,Telephone: 506-856-3333,DSF-SInfo@nbed.nb.ca
District scolaire francophone Sud,67 Ragged Point Road,"Saint John, New Brunswick",E2K 5C3,Canada,Telephone: 506-658-4613,DSF-SInfo@nbed.nb.ca
District scolaire francophone Sud,715 Priestman Street,"Fredericton, New Brunswick",E3B 5W7,Canada,Telephone: 506-453-3991,DSF-SInfo@nbed.nb.ca
DIVERSEcity,1107 - 7330 137th Street,"Surrey, British Columbia",V3W 1A3,Canada,Telephone: 604-547-1203,info@dcrs.ca
DIVERSEcity,13455 76th Avenue,"Surrey, British Columbia",V3W 2W3,Canada,Telephone: 604-547-1200,info@dcrs.ca
DIVERSEcity,201 - 7330 King George Boulevard,"Surrey, British Columbia",V3W 5A5,Canada,Telephone: 604-547-1200,info@dcrs.ca
Diversis ,"5 Hill Street, 2nd Floor","Edmundston, New Brunswick",E3V 1H7,Canada,Telephone: 506-737-9602,info@talentnb.ca
Dixie Bloor Neighbourhood Centre,3415 Dixie Road,"Mississauga, Ontario",L4Y 2A9,Canada,Telephone: 905-206-0755, 
Dixie Bloor Neighbourhood Centre,3431 Fieldgate Drive ,"Mississauga, Ontario",L4X 2J4,Canada,Telephone: 905-629-3553, 
Dixie Bloor Neighbourhood Centre,"3650 Dixie Road, Suite 103","Mississauga, Ontario",L4Y 3V9,Canada,Telephone: 905-629-1873, 
Dixon Hall,190 Carlton Street,"Toronto, Ontario",M5A 2K8,Canada,Telephone: 416-863-0499 ext. 3225, 
"DLS Consulting, Inc., o/a Winnipeg English Language Assessment and Referral Centre",400 - 275 Portage Avenue   ,"Winnipeg, Manitoba",R3B 2B3,Canada,Telephone: 204-943-5387,info@welarc.net
Douglas College,13769 104 Avenue,"Surrey, British Columbia",V3T 2W4,Canada,Telephone: 604-438-3045, 
Douglas College,350-9801 King George Boulevard,"Surrey, British Columbia",V3T 5H5,Canada,Telephone: 604-582-7479, 
Douglas College,A1410-1250 Pinetree Way ,"Coquitlam, British Columbia",V3B 7X3,Canada,Telephone: 604-777-6099, 
Dufferin-Peel Catholic District School Board,300 Great Lakes Drive,"Brampton, Ontario",L6R 2W7,Canada,Telephone: 905-361-2344 ext. 60679, 
Dufferin-Peel Catholic District School Board,40 Matheson Blvd.,"Mississauga, Ontario",L5R1C5,Canada,Telephone: 905-890-0708, 
Dufferin-Peel Catholic District School Board,680 Novo Star Drive,"Mississauga, Ontario",L5W 1C7,Canada,Telephone: 905-890-1221, 
Durham Catholic District School Board,1003 Gifford Street,"Whitby, Ontario",L1N 2S4,Canada,Telephone: 905-666-1255 ext. 2800, 
Durham Catholic District School Board,"458 Fairall Street, Unit 7","Ajax, Ontario",L1S 1R6,Canada,Telephone: 905-683-7713, 
Durham District School Board - Continuing Education,120 Centre Street South,"Oshawa, Ontario",L4G 1K1,Canada,Telephone: 905-831-3118,DCEInfo@ddsb.ca
Durham District School Board - Continuing Education,"1400 Bayly Street, Unit # 1","Pickering, Ontario",L1W 3R2,Canada,Telephone: 905-831-3118,DCEInfo@ddsb.ca
Durham Region Unemployed Help Centre  ,"1400 Bayly Street, Unit 5 & 16B","Pickering, Ontario",L1W 3R2,Canada,Telephone: 905-420-4010,careadmin@unemployedhelp.on.ca 
Durham Region Unemployed Help Centre  ,272 King Street East,"Oshawa, Ontario",L1H 1C8,Canada,Telephone: 905-579-1821,info@unemployedhelp.on.ca 
East Central Newcomer Welcome Centre Inc.,"H, 132 Broadway Street West  ","Yorkton, Saskatchewan",S3N 0M4,Canada,Telephone: 306-783-2777, 
East York East Toronto Family Resources Org.,1108 Greenwod Avenue,"Toronto, Ontario",M4J 1M9,Canada,Telephone: 416-686-3390, 
East York East Toronto Family Resources Org.,2 Cedarcrest Boulevard,"Toronto, Ontario",M4B 2N9,Canada,Telephone: 416-686-3390, 
East York East Toronto Family Resources Org.,269 Gerrard Street East,"Toronto, Ontario",M5A 2G1,Canada,Telephone: 416-686-3390, 
East York East Toronto Family Resources Org.,3079 Danforth Avenue,"Toronto, Ontario",M1L 1A9,Canada,Telephone: 416-686-3390, 
East York East Toronto Family Resources Org.,4 Massey Square,"Toronto, Ontario",M4V 5M9,Canada,Telephone: 416-686-3390, 
East York East Toronto Family Resources Org.,495 Sherbourne Street,"Toronto, Ontario",M4X 1K7,Canada,Telephone: 416-686-3390, 
East York East Toronto Family Resources Org.,555 Richmond Street West,"Toronto, Ontario",M5V 3B1,Canada,Telephone: 416-686-3390, 
East York East Toronto Family Resources Org.,80 Sackville Avevenue,"Toronto, Ontario",M5A 3E5,Canada,Telephone: 416-686-3390, 
East York East Toronto Family Resources Organization,101 Barrington Ave. 4 Massey Square 2 Cedarcrest Blvd. 70 Spruce Street 675 Ontario Street     ,"Toronto, Ontario",M4C 4Z2,Canada,Telephone: 416-686-5153, 
Economic and Social Council of Ottawa-Carleton,"130 rue Slater, suite 1220","Ottawa, Ontario",K1P6E2,Canada,Telephone: 613-321-1080,info@cesoc.ca
Economic and Social Council of Ottawa-Carleton,"134 Main St E, suite 303","Hawkesbury, Ontario",K6A 1A3,Canada,Telephone: 613-248-1343,info@cesoc.ca
Economic and Social Council of Ottawa-Carleton,"255 Carling Ave, Suite 300","Ottawa, Ontario",K2B7Z5,Canada,Telephone: 613-248-1343,info@cesoc.ca
Economic and Social Council of Ottawa-Carleton,"2720, Richmond rd, suite 310","Ottawa, Ontario",K2B 6S2,Canada,Telephone: 613-248-1343,info@cesoc.ca
Economic and Social Council of Ottawa-Carleton,"55 Water St, suite 110","Cornwall, Ontario",K6J 1A1,Canada,Telephone: 613-248-1343,info@cesoc.ca
Economic and Social Council of Ottawa-Carleton,"815 St. Laurent Blvd, suite 107","Ottawa, Ontario",K1K 3A7,Canada,Telephone: 613-248-1343,info@cesoc.ca
Economic and Social Council of Ottawa-Carleton,"841, Sydney St, suite 203","Cornwall, Ontario",K6H 3J7,Canada,Telephone: 613-248-1343,info@cesoc.ca
Edge Skills Centre Inc.,511 St. Anne's Road   ,"Winnipeg, Manitoba",R2M 3E5,Canada,Telephone: 204-255-5390,eslinfo@edgeinc.ca
Edmonton Immigrant Services Association (EISA),"10720 - 113th Street, Suite 201","Edmonton, Alberta",T5H 3H8,Canada,Telephone: 780-474-8445, 
Edmonton Mennonite Centre for Newcomers,11713 - 82nd Street,"Edmonton, Alberta",T5B 2V9,Canada,Telephone: 780-424-7709, 
Edmonton Public Schools - Metro Continuing Education,7835 76 Avenue NW,"Edmonton, Alberta",T6C 2N1,Canada,Telephone: 780-428-1111, 
Edmonton Region Immigrant Employment Council,304-10209 97 Street NW,"Edmonton, Alberta",T5J 0L5,Canada,Telephone: 780-497-8866, 
Edson and District Community Learning Society,"111-54 Street, Suite 105 ","Edson, Alberta",T7E 1T2,Canada,Telephone: 780-723-6247,settlementservices@edsonlearning.ca
Elmwood Community Resource Centre and Area Association,545 Watt Street,"Winnipeg, Manitoba",R2K 2S2,Canada,Telephone: 204-982-1720,ncondo@elmwoodcrc.ca
EmployAbilities Society of Alberta,402-10909 Jasper Ave NW,"Edmonton, Alberta",T5J 3L9,Canada,Telephone: 780-423-4106, 
Employment Services Centre of prescott-Russell,201-134 Main St. East,"Hawkesbury, Ontario",K6A 1A3,Canada,Telephone: 1-800-668-5950 or 613-632-0179 for headquarters,info@csepr.ca
Employment Solutions for Immigrants Inc. (Manitoba Start),271 Portage Avenue,"Winnipeg, Manitoba",R3B 0A8,Canada,Telephone: 204-944-8787,judith.hayes@manitoba start.com
English at First,16 William Street West,"Waterloo, Ontario",N2L 1J3,Canada,Telephone: 519-571-0360, 
English Language Tutoring for the Ottawa Community (ELTOC) - Home Tutoring,"404 McArthur Avenue, Suite 108. Heartwood House","Ottawa, Ontario",K1K 1G8,Canada,Telephone: 613-232-8566,admin@eltoc.ca
English Online,Suite 610-294 Portage Avenue,"Winnipeg, Manitoba",R3C 0B9,Canada,Telephone: 204-946-5140,info@myenglishonline.ca
Environics Institute for Survey Research,"33 Bloor Street East, Suite 900  ","Toronto, Ontario",M4W3H1,Canada,Telephone: 416-969-2457,keith.neuman@environics.ca
Equilibrium International Education Institute,707 14th Street North West,"Calgary, Alberta",T2N 2A4,Canada,Telephone: 403-283-1111,school@equilibrium.ab.ca
Families Canada,"150 Isabella St, Suite 149 (Phase 2)  ","Ottawa, Ontario",K1S 1V7,Canada,Telephone: 613-237-7667 ext. 223,info@familiescanada.ca
Family Dynamics Inc.,401-393 Portage Avenue   ,"Winnipeg, Manitoba",R3B 3H6,Canada,Telephone: 204-947-1401,mbarchyn@familydynamics.ca
Family Service Toronto,3600 Kingston Rd ,"Toronto, Ontario",M1M 1R9,Canada,Telephone: 905-420-4010, 
Family Service Toronto ,1527 Victoria Park,"Toronto, Ontario",M1L 2T3,Canada,Telephone: 905-420-4010, 
Family Service Toronto (Bathurst - Finch HUB),540 Finch Ave West,"Toronto, Ontario",M2R 1N7,Canada,Telephone: 647-436-0385, 
Family Service Toronto (c/o Women for Change),"720 Trethewey Drive, Suite 201.","Toronto, Ontario",M6M 5A5,Canada,Telephone: 647-201-5765, 
Family Service Toronto (Fairview Public Library),"Fairview Mall, Don Mills Road ","Toronto, Ontario",M2J 5A7,Canada,Telephone: 905-420-4010, 
Fast Track - Centre for Skills Development and Training,11 Guelph Street,"Georgetown, Ontario",L7G 3Z1,Canada,Telephone: 905-702-7311, 
Fast Track - Centre for Skills Development and Training,1395 Abbeywood Drive,"Oakville, Ontario",L6M 3B2,Canada,Telephone: 905-847-8345, 
Fast Track - Centre for Skills Development and Training,2020 Appleby Line,"Burlington, Ontario",L7L 6M6,Canada,Telephone: 905-336-5444, 
Fast Track - Centre for Skills Development and Training,208-550 Ontario Street,"Milton, Ontario",L9T 3M9,Canada,Telephone: 905-693-8458, 
Fast Track - Centre for Skills Development and Training,3335 North Service Road,"Burlington, Ontario",L7N 3G2,Canada,Telephone: 905-333-3499, 
Fast Track - Centre for Skills Development and Training,860 Harrington Court,"Burlington, Ontario",L7N 3N4,Canada,Telephone: 905-878-1240, 
"Fast Track – Community Centre for Skills, Development and Training",3350 South Service Road,"Burlington, Ontario",L7N 3M6,Canada,Telephone: 905-333-3499, 
Fédération acadienne de la Nouvelle-Écosse,54 Queen Street,"Dartmouth, Nova Scotia",B2Y 1G3,Canada,Telephone: 902-433-2028,khowlett@immigrationfrancophonene.ca
Fédération acadienne de la Nouvelle-Écosse (FANE),6090 Mumford Road,"Halifax, Nova Scotia",B3L 4P1,Canada,Telephone: 902-433-2099,info@immigrationfrancophonene.ca
Fédération des associations de juristes d'expression française de common law inc. (FAJEF),1-242 Goulet St,"Winnipeg, Manitoba",R2H 0S2,Canada,Telephone: 204-291-1939,bureau@ajefa.ca
Fédération des communautés francophones et acadienne (FCFA) du Canada,450 Rideau St,"Ottawa, Ontario",K1N 5Z4,Canada,Telephone: 613-241-7600,info@fcfa.ca
Fédération des francophones de la Colombie-Britannique,101-1575 7th Avenue West,"Vancouver, British Columbia",V6J 1S1,Canada,Telephone: 604-732-1420,direction@ffcb.ca
Fédération franco-ténoise,5016 48 Street,"Yellowknife, Northwest Territories",X1A 1N3,Canada,Telephone: 867-920-2919 ext. 262,immigrationtno@franco-nord.com
Flexibility Learning Systems,506 - 4th Avenue S,"Lethbridge, Alberta",T1J 0N5,Canada,Telephone: 403-320-2057,flexilearning@shaw.ca
Folk Arts Council of St. Catharines Multicultural Centre,570 King Street,"Welland, Ontario",L3B 3L2,Canada,Telephone: 905-685-6589, 
Folk Arts Council of St. Catharines Multicultural Centre,8123 Lundy’s Lane,"Niagara Falls, Ontario",L2H 1H3,Canada,Telephone: 289-296-7369, 
Folk Arts Council of St. Catharines Multicultural Centre,85 Church Street,"St. Catharines, Ontario",L2R 3C7,Canada,Telephone: 905-685-6589, 
For Youth Initiative,1652 Keele Street,"Toronto, Ontario",M6M 3W3,Canada,Telephone: 416-653-3311, 
Fort Erie Multicultural Centre,150 Jarvis Street,"Fort Erie, Ontario",L2A 2S4,Canada,Telephone: 905-871-3641, 
Fort Erie Multicultural Centre,54 Jarvis St,"Fort Erie, Ontario",L2A 2S4,Canada,Telephone: 905-991-8951, 
Fort Erie Multicultural Centre - Peace Bridge Newcomer Centre,80 Queen St,"Fort Erie, Ontario",L2A 6M4,Canada,Telephone: 905-871-3641, 
Fort Nelson Community Literacy Society,"#17 Landmark Plaza, 4903 51 Ave W P.O. Box 91","Fort Nelson, British Columbia",V0C 1R0,Canada,Telephone: 250-774-4415,coordinator@fncls.com
Fort St. John Literacy Society,201-10136 100 Avenue,"Fort St. John, British Columbia",V1J 1Y6,Canada,Telephone: 250-785-2110, 
Francophone Association of Brooks,"707, 2nd Avenue E. PO BOX 1765","Brooks, Alberta",T1R 1L2,Canada,Telephone: 403-362-0405,afbrooks2014@gmail.com
FrancoQueer,"543 Yonge St, 4th floor","Toronto, Ontario",M4Y 1Y5,Canada,Telephone: 647-709-2600,immigration@francoqueer.ca
Frog Hollow Neighbourhood House,2131 Renfrew Street,"Vancouver, British Columbia",V5M 4M5,Canada,Telephone: 604-251-1225, 
Georgian College (Job Finding Club for Immigrants),48 Collier Street ,"Barrie, Ontario",L4M 1G8,Canada,Telephone: 705-722-1505,iawantjob@georgiancollege.ca
Global Gathering Place,100 5th Avenue North,"Saskatoon, Saskatchewan",S7K 2N7,Canada,Telephone: 306-665-0268, 
Global Gathering Place,506-25 Street,"Saskatoon, Saskatchewan",S7K 4A7,Canada,Telephone: 306-665-0268, 
Grand Erie District School Board,347 Erie Avenue,"Brantford, Ontario",N3S 2H7,Canada,Telephone: 519-753-6079, 
Grande Prairie Centre for Newcomers - Edmonton Immigrant Service Association (EISA) is the umbrella organization,#505 10014 99 Street,"Grande Prairie, Alberta",T8V 3N4,Canada,Telephone: 780-538-4452, 
Grande Prairie Council for Lifelong Learning Society,9625 Prairie Road,"Grand Prairie, Alberta",T8V 6G5,Canada,Telephone: 780-539-6077, 
Graybridge International Consulting Inc.,"1309 Carling Avenue, Suite 5","Ottawa, Ontario",K1Z 7L3,Canada,Telephone: 613-761-7440,info@graybridgemalkam.com
Great Plains College,129 2nd Avenue NE,"Swift Current, Saskatchewan",S9H 2C6,Canada,Telephone: 306-773-1531,info@greatplainscollege.ca
Greater Charlottetown Area Chamber of Commerce,"134 Kent Street, Suite 230, PO Box 67","Charlottetown, Prince Edward Island",C1A 7K2,Canada,Telephone: 902-628-2000,chamber@charlottetownchamber.com
Greater Essex County District School Board (Language Assessment & Resource Centre),1410 Ouellette Avenue,"Windsor, Ontario",N8X 5B2,Canada,Telephone: 519-253-2724,Larc@publicboard.ca
Halifax Public Libraries,60 Alderney Drive,"Dartmouth, Nova Scotia",B2Y 4P8,Canada,Telephone: 902-490-5753,asklib@halifax.ca
Halifax Regional Business and Community Economic Development Association,"1969 Upper Water Street, Suite 2101  ","Halifax, Nova Scotia",B3J 3R7,Canada,Telephone: 902-490-6018,twalters@halifaxpartnership.com
Halton Catholic District School Board,255 Morden Road,"Oakville, Ontario",L6K 2S2,Canada,Telephone: 905-849-7555,info@mertoncentre.com
Halton Catholic District School Board,2800 Highpoint drive,"Milton, Ontario",L9T 6P4,Canada,Telephone: 905-693-6676,info@mertoncentre.com
Halton Catholic District School Board,460  Brant street,"Burlington, Ontario",L7R 4B6,Canada,Telephone: 905-632-5858 ext. 221,info@mertoncentre.com
Halton District School Board,240 Wyecroft Road,"Oakville, Ontario",L6K 2G7,Canada, ,linc-esl@hdsb.ca
Halton District School Board,3250 New Street,"Burlington, Ontario",L7N 1M8,Canada,Telephone: 905-632-2944,linc-esl@hdsb.ca
Halton District School Board,96 Guelph Street,"Georgetown, Ontario",L7G 4N5,Canada, ,linc-esl@hdsb.ca
Halton District School Board (Welcome Centre),215 Ontario Street South,"Milton, Ontario",L9T 4N9,Canada,Telephone: 905-335-3665 ext. 3440,linc-esl@hdsb.ca
Halton Multicultural Council,1092 Speers Road,"Oakville, Ontario",L6L 2X4,Canada,Telephone: 905-842-2486,info@hmcconnections.com
Halton Multicultural Council,"360 Guelph Street, Unit 33","Georgetown, Ontario",L7G 4B5,Canada,Telephone: 905-873-6502 ext. 174,info@hmcconnections.com
Halton Multicultural Council,"380 Dundas Street East, D-11","Oakville, Ontario",L6H 2Z9,Canada,Telephone: 905-257-1555,info@hmcconnections.com
Halton Multicultural Council,55 Ontario Street South,"Milton, Ontario",L9T 2M3,Canada,Telephone: 905-842-2486 ext. 281,info@hmcconnections.com
Halton Multicultural Council,760 Brant Street,"Burlington, Ontario",L7S 1X7,Canada,Telephone: 905-842-2486 ext. 291,info@hmcconnections.com
Hamilton East Kiwanis Boys' and Girls' Club,705 Main St E,"Hamilton, Ontario",L8M 1K8,Canada,Telephone: 905-544-0050, 
Hamilton Public Library,55 York Boulevard,"Hamilton, Ontario",L8R 3K1,Canada,Telephone: 905-546-3444, 
Hamilton Urban Core Community Health Centre,71 Rebecca Street,"Hamilton, Ontario",L8R 1B6,Canada,Telephone: 905-522-3233, 
Hamilton-Wentworth Catholic District School Board,150 East 5th Street,"Hamilton, Ontario",L9A 2Z8,Canada,Telephone: 905-577-0555, 
Hamilton-Wentworth Catholic District School Board,45 Young Street,"Hamilton, Ontario",L8N 1V1,Canada,Telephone: 905-577-0555, 
Hamilton-Wentworth Catholic District School Board,60 Barlake Avenue,"Hamilton, Ontario",L8E 1G7,Canada,Telephone: 905-577-0555, 
Hamilton-Wentworth Catholic District School Board,770 Main St East,"Hamilton, Ontario",L8M 1L1,Canada,Telephone: 905-577-0555, 
Hamilton-Wentworth District School Board,"City Learning Centre, 110 King Street West","Hamilton, Ontario",L8P 4S6,Canada,Telephone: 905-525-8833, 
Hamilton-Wentworth District School Board,"Hill Park Learning Centre, 465 East 16th St","Hamilton, Ontario",L9A 4K6,Canada,Telephone: 905-561-2582, 
Hamilton-Wentworth District School Board,"Parkway Learning Centre, 140 Centennial Parkway North","Hamilton, Ontario",L8E 1H9,Canada,Telephone: 905-573-0941, 
Hardin Street YMCA,106B-9816 Hardin Street,"Fort McMurray, Alberta",T9H 4K3,Canada,Telephone: 780-743-9600,contactcentre@northernalberta.ymca.ca
Hecate Strait Employment Development Society,208 First Avenue East,"Prince Rupert, British Columbia",V8J 4M8,Canada,Telephone: 250-624-9498 or 1-800-808-3988,shauna@hseds.ca
HIPPY Oakville Home-Based Program Inc,1124 Argyle Drive  ,"Oakville, Ontario",L6J 1A7,Canada, ,ed@hippyhalton.org
HIV Network of Edmonton Society,9702 111 Avenue NW,"Edmonton, Alberta",T5G0B1,Canada,Telephone: 780-488-5742, 
Holland College,140 Weymouth Street  ,"Charlottetown, Prince Edward Island",C1A 4Z1,Canada,Telephone: 902-629-4217, 
Humber College Institute of Technology and Advanced Learning,205 Humber College Blvd  ,"Toronto, Ontario",M9W5L7,Canada,Telephone: 416-675-6622, 
Immigrant & Refugee Services Association PEI Inc.,49 Water Street,"Charlottetown, Prince Edward Island",C1A 1A3,Canada,Telephone: 902-628-6009, 
Immigrant and Multicultural Services society of Prince George,1270 – 2nd Avenue,"Prince George, British Columbia",V2L 3B3,Canada,Telephone: 250-562-2900,imss.pg@imss.ca
Immigrant and Refugee Community Organization of Manitoba Inc. (IRCOM),215 Isabel Street,"Winnipeg , Manitoba",R3A 1R5,Canada,Telephone: 204-943-8765,info@ircom.ca
Immigrant and Refugee Community Organization of Manitoba Inc. (IRCOM),95 Ellen Street   ,"Winnipeg, Manitoba",R3A 1S8,Canada,Telephone: 204-943-8765,nfo@ircom.ca
Immigrant Centre Manitoba Inc.,100 Adelaide Street  ,"Winnipeg, Manitoba",R3A 0W2,Canada,Telephone: 204-943-9158,jfernandez@icmanitoba.com
Immigrant Employment Council of BC Society,720 - 750 West Pender Street  ,"Vancouver, British Columbia",V6C 2T7,Canada,Telephone: 604-629-5364,patrick.mackenzie@iecbc.ca
Immigrant Services Association of Nova Scotia (ISANS),"6960 Mumford Road, Suite 2120","Halifax, Nova Scotia",B3L 4P1,Canada,Telephone: 902-423-3607,info@isans.ca
Immigrant Services Calgary Society,"910 - 7th Avenue SW, Suite 1200","Calgary, Alberta",T2P 3N8,Canada,Telephone: 403-265-1120,info@immigrantservicescalgary.ca
Immigrant Services Guelph-Wellington Incorporated ,"104 Dawson Rd., Unit 102  ","Guelph, Ontario",N1H 1A6,Canada,Telephone: 519-836-2222, 
Immigrant Services Society,240A - 3020 Lincoln Ave,"Coquitlam, British Columbia",V3B 6B4,Canada,Telephone: 604-684-2561 ext. 2123,info@issbc.org
Immigrant Services Society,501 - 333 Terminal Ave,"Vancouver, British Columbia",V6A 4C1,Canada,Telephone: 604-684-2561 ext. 2123,info@issbc.org
Immigrant Services Society of BC (ISS),#101 - 38085 Second Avenue,"Squamish, British Columbia",V8B 0C3,Canada,Telephone: 604-567-4490,info@issbc.org
Immigrant Services Society of BC (ISS),136-3030 Lincoln Avenue,"Coquitlam, British Columbia",V3B 6B4,Canada,Telephone: 604-942-1777 ext. 1552 or 1551,info@issbc.org
Immigrant Services Society of BC (ISS),150-8400 Alexandra Road,"Richmond, British Columbia",V6X 3L4,Canada,Telephone: 604-233-7077 ext. 1352 or 1353,info@issbc.org
Immigrant Services Society of BC (ISS),200C-504 Cottonwood Avenue,"Coquitlam, British Columbia",V3J 2R5,Canada,Telephone: 778-383-1438,info@issbc.org
Immigrant Services Society of BC (ISS),20430 Fraser Highway,"Langley, British Columbia",V3A 4G2,Canada,Telephone: 604-510-5136, 
Immigrant Services Society of BC (ISS),204-3242 Westwood Street ,"Port Coquitlam, British Columbia",V3C 3L8,Canada,Telephone: 778-372-6560,info@issbc.org
Immigrant Services Society of BC (ISS),207-7355 Canada Way,"Burnaby, British Columbia",V3N 4Z6,Canada,Telephone: 604-395-8000,info@issbc.org
Immigrant Services Society of BC (ISS),240A-3020 Lincoln Avenue,"Coquitlam, British Columbia",V3A 7R3,Canada,Telephone: 778-284-7026,info@issbc.org
Immigrant Services Society of BC (ISS),2610 Victoria Drive,"Vancouver, British Columbia",V5N 4L2,Canada,Telephone: 604-684-2561,info@issbc.org
Immigrant Services Society of BC (ISS),280 - 610 Sixth Street,"New Westminster, British Columbia",V3L 3C2,Canada,Telephone: 604-522-5902,info@issbc.org
Immigrant Services Society of BC (ISS),110-22638 119 Ave,"Maple Ridge, British Columbia",V2X 4L1,Canada,Telephone: 778-372-6567,info@issbc.org
Immigrant Services Society of BC (ISS),601-333 Terminal Avenue,"Vancouver, British Columbia",V6B 2H3,Canada,Telephone: 604-684-3599,info@issbc.org
Immigrant Women Services Ottawa,"219 Argyle Avenue, Suite 400","Ottawa, Ontario",K2P 2H4,Canada,Telephone: 613-729-3145,infomail@immigrantwomenservices.com
Immigrants Working Centre,"1119 Fennell Avenue East, Suite 236","Hamilton, Ontario",L8T 1S2,Canada,Telephone: 905-387-1100, 
Immigrants Working Centre,160 Centennial Parkway North #7,"Hamilton, Ontario",L8E 1H9,Canada,Telephone: 905-662-9160, 
Immigrants Working Centre,182 Rebecca Street,"Hamilton, Ontario",L8R 1C1,Canada,Telephone: 905-525-9676, 
Immigrants Working Centre,"8 Main Street East, Suite 101","Hamilton, Ontario",L8N 1E8,Canada,Telephone: 905-529-5209, 
Impact North Shore,207—123 East 15th Street,"North Vancouver, British Columbia",V7L 2P7,Canada,Telephone: 604-988-2931, 
Impact North Shore,706 Main St.,"West Vancouver, British Columbia",V7T 2Y5,Canada,Telephone: 604-988-2931, 
Indus Community Services,"180-B Sandalwood Parkway East, Ste. 3000","Brampton, Ontario",L6Z 1Y4,Canada,Telephone: 905-840-6666, 
Indus Community Services,"3038 Hurontario Street, Unit 206","Mississauga, Ontario",L5B 3B9,Canada,Telephone: 905-275-2369, 
Indus Community Services,"483 Dundas Street West, Suite 209","Oakville, Ontario",L6M 1L9,Canada,Telephone: 289-295-0765, 
Indus Community Services,"60 Gillingham Drive, Suite 500","Brampton, Ontario",L6X 0G6,Canada,Telephone: 905-459-4776, 
Institute for Canadian Citizenship,"260 Spadina Avenue, Suite 500","Toronto, Ontario",M5T2E4,Canada,Telephone: 416-593-6998, 
Inter-Cultural Association of Greater Victoria,102-808 Douglas Street,"Victoria, British Columbia",V8W 2B6,Canada,Telephone: 250-388-4728, 
NewToBC c/o Burnaby Public Library,6100 Willingdon Avenue,"Burnaby, British Columbia",V5H 4N5,Canada,Telephone: 604-436-5400,info@newtobc.ca
NewToBC c/o City Centre Library - Surrey,10350 University Drive,"Surrey, British Columbia",V3T 4B8,Canada,Telephone: 604-598-7420,info@newtobc.ca
NewToBC c/o Coquitlam Public Library,575 Poirier Street,"Coquitlam, British Columbia",V3J 6A9,Canada,Telephone: 604-937-4141,info@newtobc.ca
NewToBC c/o Fraser Valley Regional Library,8440-112th Street,"Delta, British Columbia",V4C 4W9,Canada,Telephone: 604-594-8155,info@newtobc.ca
NewToBC c/o New Westminster Public Library,716 6th Avenue,"New Westminster, British Columbia",V3M 2B3,Canada,Telephone: 604-527-4660,info@newtobc.ca
NewToBC c/o North Vancouver City Library,120 West 14th Street,"North Vancouver, British Columbia",V7M 1N9,Canada,Telephone: 604-998-3450,info@newtobc.ca
NewToBC c/o North Vancouver City Library,1277 Lynn Valley Road,"North Vancouver, British Columbia",V7J 0A2,Canada,Telephone: 604-984-0286,info@newtobc.ca
NewToBC c/o Richmond Public Library,100-7700 Minoru Gate,"Richmond, British Columbia",V6Y 1R8,Canada,Telephone: 604-231-6404,info@newtobc.ca
NewToBC c/o Vancouver Public Library,350 West Georgia Street,"Vancouver, British Columbia",V6B 6B1,Canada,Telephone: 604-331-3603,info@newtobc.ca
NewToBC c/o West Vancouver Memorial Library,1950 Marine Drive,"West Vancouver, British Columbia",V7V 1J8,Canada,Telephone: 604-925-7400,info@newtobc.ca
International Women of Saskatoon  - LARC,336 5th Avenue North,"Saskatoon, Saskatchewan",S7K 2P4,Canada,Telephone: 306-978-6614, 
International Women of Saskatoon - LEAD,336 5th Avenue North,"Saskatoon, Saskatchewan",S7K 2P4,Canada,Telephone: 306-978-6611, 
Jane/Finch Community and Family Centre,1  Yorkgate Blvd,"Toronto, Ontario",M3N 3A1,Canada,Telephone: 416-661-3010,thespot@janefinchcentre.org
Jane/Finch Community and Family Centre,1911 Finch Avenue West,"Toronto, Ontario",M3N 2V2,Canada,Telephone: 416-663-2733, 
Jane/Finch Community and Family Centre,4400 Jane Street,"Toronto, Ontario",M3N 2K4,Canada,Telephone: 416-663-2733, 
Jane/Finch Community and Family Centre - Emery Collegiate Institute,3395 Weston Road,"North York, Ontario",M9M 2V9,Canada,Telephone: 416-633-1240, 
Jane/Finch Community and Family Centre - John Booth Arena,230 Gosford Boulevard,"North York, Ontario",M3N 2H1,Canada,Telephone: 416-663-2733, 
